BuildingType,Neighborhood,CouncilDistrictCode,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Total Consumption (kbtu),Total EUI (kbtu/sf),Energy Use,Landmark,Wind Speed (kts),Daytime Temperature (C),Nighttime Temperature (C),Climate Type,Earthquake Risk,Flood Risk,Water Bodies,Commercial,Industrial,Public Utilities,Energy Efficiency Class
Multifamily LR (1-4),EAST,3.0,47.62542,-122.32738,1930,3,33848,1812462.6191492,53.54711117788939,Mixed,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62614,-122.32716,1958,5,28833,1282621.556229,44.48449888076163,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.60413,-122.31998,1968,4,33192,924014.7695632,27.838478234610747,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.605,-122.31979,1989,5,18235,621671.7266704,34.0922252081382,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.60456,-122.31974,1999,6,28350,1169908.6205286,41.26661800806349,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.6054,-122.32049,1995,3,19039,814823.0302538,42.79757499100793,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.60572,-122.31992,2007,6,44393,3629090.8882454,81.74916964939067,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.60551,-122.31905,1985,4,37485,943304.535555,25.16485355622249,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.60504,-122.31848,1999,5,65948,6078153.4845728,92.165850133026,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.60322,-122.3186,2001,5,45572,1691808.048112,37.12384903256386,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.60284,-122.31837,1901,3,43128,1483530.4677386,34.398313572124835,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.60334,-122.31774,1901,3,24046,1914184.3057892,79.6051029605423,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.60411,-122.31775,1978,3,22082,851847.6366836,38.57656175543882,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.60457,-122.31773,1994,6,31318,751988.2386576,24.011374885292803,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.60473,-122.31781,1998,5,27005,679275.5011616,25.153693803429,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65094,-122.32205,2002,4,65471,2062123.7098482,31.49674985639749,Mixed,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.63959,-122.32617,2007,4,26375,1135272.1485708002,43.04349378467489,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.61992,-122.35582,1908,3,26250,1285831.8942228002,48.98407216086858,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62044,-122.3565,2009,7,22852,1293519.9367666,56.6042331860056,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62076,-122.35627,1948,3,22177,477191.4149016,21.51740158279298,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.61872,-122.35593,1908,4,43712,1892694.9973394,43.29920839447749,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.6191,-122.35446,2007,6,57050,1757896.3110220002,30.81325698548642,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62422,-122.36094,1969,9,55604,2109596.5637424,37.93965476840516,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.6235,-122.3617,1959,4,23282,616631.9935272,26.485353213950688,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62386,-122.36169,1990,4,37340,920640.1615208,24.65560154046063,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62407,-122.35836,2002,4,37161,978851.2972168,26.340822292640134,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62344,-122.35842,1930,3,22320,1377090.5163638,61.69760377974014,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily HR (10+),LAKE UNION,7.0,47.6189,-122.34671,2014,10,336003,11451797.6490202,34.08242679089234,Mixed,Terrain,3.0,14.0,11.0,0,Moderate,No Flood,0.0,273.0,58.0,47.0,3
Multifamily LR (1-4),SOUTHWEST,1.0,47.55193,-122.38662,1966,4,26261,606354.623028,23.089548114237843,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.55058,-122.38675,1968,3,20010,613605.423928,30.66493872703648,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62094,-122.33328,2003,8,149697,4806446.0048552,32.10783118469441,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,0
Multifamily MR (5-9),LAKE UNION,3.0,47.62222,-122.33337,2000,5,36413,2072524.1414486,56.91714886025869,Mixed,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62289,-122.33335,1997,6,60012,1898305.0076368,31.63209037587149,Mixed,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62444,-122.33261,2001,6,59589,2305688.0550768003,38.69318255175956,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily LR (1-4),LAKE UNION,3.0,47.62442,-122.33209,1926,3,23837,816253.0667602001,34.243112252389146,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily LR (1-4),LAKE UNION,3.0,47.62353,-122.33264,1997,4,24880,2022842.997406,81.30397899541799,Natural Gas,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62381,-122.33208,2006,7,195800,6247517.6147018,31.90764869612768,Mixed,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,3
Multifamily MR (5-9),LAKE UNION,3.0,47.62293,-122.33263,2009,6,36389,1422132.8488976,39.08139407231856,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62271,-122.33258,2010,6,48074,3871586.4227994,80.53389405498606,Natural Gas,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily LR (1-4),LAKE UNION,3.0,47.61957,-122.33261,1916,3,24000,832776.8605490001,34.69903585620834,Mixed,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.68764,-122.26789,1974,7,121441,6510946.7016268,53.614073514108085,Mixed,Green,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),SOUTHWEST,1.0,47.52225,-122.37718,1988,3,25301,779254.6621832,30.799362166839256,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.55901,-122.38114,1980,3,27922,657993.9740024,23.56543134454552,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.65904,-122.3418,2001,5,36709,886419.7934144,24.14720622774796,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.60976,-122.33962,2008,38,330433,20838321.6410698,63.06368202046951,Natural Gas,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily HR (10+),DOWNTOWN,3.0,47.60634,-122.33184,2007,42,170000,9199236.9154448,54.113158326145886,Mixed,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63547,-122.3456,1948,4,40326,1890081.5854978,46.87004874021227,Natural Gas,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),EAST,3.0,47.618,-122.32711,1995,5,26088,926950.6253856,35.531686039006445,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.59942,-122.33459,1900,5,48092,1005984.64722,20.91792080221243,Electricity,Coastal,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61455,-122.35024,1914,6,34023,852368.7559864001,25.052721864221265,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),BALLARD,6.0,47.6909,-122.37175,1980,4,45421,964491.875175,21.23449230917417,Electricity,Terrain,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.65314,-122.38918,1973,4,48306,989449.4090264,20.48295054499233,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.65257,-122.38779,1969,4,32054,864547.9657584,26.97160933919012,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.65324,-122.38855,1970,4,29222,735828.33604,25.1806288426528,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),EAST,3.0,47.61388,-122.31755,2008,6,27468,984191.2988208,35.8304681382263,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.65875,-122.34274,1989,4,44674,1155054.2894408,25.85517951024757,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62418,-122.3642,1997,5,30236,993762.3560088,32.86685924093134,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61322,-122.34984,1990,5,214625,8111078.797622399,37.79186393766989,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily LR (1-4),EAST,3.0,47.64079,-122.31972,1985,3,45197,884676.1890568,19.573781203548908,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.60573,-122.31782,2002,6,65604,1669779.2619424,25.452400188134867,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.633,-122.32507,2009,8,213276,7911758.857593,37.09633928615034,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,3
Multifamily LR (1-4),NORTHWEST,6.0,47.69086,-122.35094,2000,4,35837,1113705.957532,31.076986286017245,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.72581,-122.35617,1968,3,41567,990660.7192944,23.83286547728727,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily HR (10+),NORTHWEST,5.0,47.72101,-122.35725,1990,10,284970,11215678.7574216,39.35740168235815,Natural Gas,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,3
Multifamily LR (1-4),NORTHWEST,5.0,47.72687,-122.35607,1967,3,116143,2954184.4272976,25.43575099056853,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,0
Multifamily LR (1-4),NORTHWEST,5.0,47.72762,-122.35611,1976,3,37906,855587.6819168,22.57129958098454,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.72526,-122.35608,1968,3,26159,739960.4395176,28.287030831362056,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.67888,-122.35563,2007,4,67910,1945509.5272964,28.648351160306287,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62753,-122.348,1965,3,22208,599404.0905888,26.990457969596545,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61631,-122.35209,2000,12,235003,10355825.7549816,44.06678108356744,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily HR (10+),EAST,3.0,47.61105,-122.32263,1982,33,231352,13289010.0712146,57.44065351159532,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,3
Multifamily MR (5-9),DOWNTOWN,7.0,47.61019,-122.33859,1913,8,43884,1429582.7858664,32.57640109986328,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.6239,-122.36437,2000,5,45715,1244397.8050952,27.22077666182216,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),NORTH,5.0,47.70833,-122.32256,2008,5,490053,10565509.3426918,21.55993197203527,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,2
Multifamily LR (1-4),GREATER DUWAMISH,2.0,47.55044,-122.28815,2005,4,28874,1167281.8150682,40.42674430519499,Electricity,Terrain,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,1
Multifamily HR (10+),EAST,3.0,47.6122,-122.32976,1957,16,151680,9225670.988158,60.82325282277163,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),BALLARD,6.0,47.67144,-122.3868,1977,3,24032,567439.14808,23.61181541611185,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67115,-122.38506,1985,4,27553,813625.16452,29.52945829927776,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62666,-122.34265,2014,6,305537,7972550.5846904,26.093568322954013,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,3
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.6276,-122.3421,2005,6,260572,7391700.857724,28.3672108197504,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,3
Multifamily LR (1-4),CENTRAL,3.0,47.60941,-122.31636,2000,4,149771,6086496.212124,40.638683137082616,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,0
Multifamily LR (1-4),CENTRAL,3.0,47.61269,-122.31524,1909,3,24316,1506308.2249584,61.947204513834514,Mixed,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),EAST,3.0,47.62517,-122.31919,1930,3,31659,2345676.6756706,74.09193833256262,Natural Gas,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),EAST,3.0,47.61023,-122.32484,1930,14,90000,3230872.1830629995,35.8985798118111,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63203,-122.35702,1996,4,46184,1643028.0717984,35.5756987657717,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63017,-122.34677,1967,5,20598,632539.3976664,30.70877743792601,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61754,-122.35225,2008,13,224105,7927255.802990399,35.3729537627023,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily LR (1-4),GREATER DUWAMISH,2.0,47.56234,-122.29469,2004,4,80155,1960835.148523,24.463042212251263,Electricity,Terrain,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,0
Multifamily LR (1-4),EAST,3.0,47.61631,-122.31165,1929,4,52578,4507253.6713416,85.72508789496747,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.6206,-122.32368,1994,6,32989,1314025.940778,39.83224531746946,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.54262,-122.27324,1967,3,25174,837186.002268,33.25597848049575,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.54303,-122.27418,1983,4,52228,1670683.4794664,31.98827218094509,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),GREATER DUWAMISH,2.0,47.56294,-122.29524,2006,4,50649,1430837.4714986,28.25006360438705,Electricity,Green,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61066,-122.33815,2002,6,66459,1643777.7747132,24.7337121339954,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67504,-122.37529,1986,4,35346,894527.041856,25.307730488768176,Electricity,Terrain,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67284,-122.37513,1991,4,32753,1046241.0938168,31.94336683103227,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.66839,-122.37155,1980,3,21176,773648.5135344,36.534213899433325,Electricity,Green,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.6681,-122.3716,1996,4,19789,1012095.7928256,51.1443626674213,Electricity,Green,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67151,-122.38454,1928,4,24828,2238170.151623,90.14701754563396,Natural Gas,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67117,-122.38422,1987,4,32776,766094.032032,23.37362802147913,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67136,-122.37982,1984,4,36248,934984.8048072,25.79410739371,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67042,-122.37749,1985,4,26347,918033.2853384,34.8439399301021,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),BALLARD,6.0,47.67043,-122.37975,1989,5,53041,2041909.7388038,38.49681828781131,Natural Gas,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),BALLARD,6.0,47.67077,-122.38628,2009,8,326475,10521649.4695678,32.22804033867157,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,3
Multifamily MR (5-9),BALLARD,6.0,47.66967,-122.38966,1969,7,52926,3241658.4026948,61.24888339747572,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66994,-122.38124,1999,6,33850,899365.4586448,26.569142057453472,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.66992,-122.38033,2016,6,23349,788419.3443507999,33.76672852588119,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66923,-122.38046,1993,6,28657,791087.9180694,27.605398962536203,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66842,-122.37834,2008,8,243928,8439520.1759598,34.598406808401656,Mixed,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,3
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.6249,-122.36459,2003,5,28879,916829.9151394,31.747287480155126,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62374,-122.35829,1997,4,20406,533466.9603921999,26.142652180348914,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.60846,-122.34167,1910,6,34909,770700.423192,22.077413365951475,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.59731,-122.33369,1909,6,201656,3825867.1811416,18.972245711219102,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,3
Multifamily LR (1-4),NORTHWEST,6.0,47.67903,-122.32412,2007,4,82486,1979009.1819564,23.9920614644473,Mixed,Coastal,2.0,12.0,10.0,0,Fair,Flood,256.0,302.0,105.0,178.0,0
Multifamily LR (1-4),SOUTHEAST,2.0,47.53558,-122.27061,1959,3,45201,1598619.0488744,35.36689561899958,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.53628,-122.27074,1962,3,43330,1218967.1137504,28.13217433072698,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.6182,-122.30779,1996,3,32112,1114870.1632948,34.7181789765446,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.5595,-122.3839,2005,5,29888,1087109.4047044,36.37277183834314,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),NORTH,5.0,47.71965,-122.31877,1988,4,47647,1476184.5839832,30.981690011610382,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63162,-122.34582,1984,3,23210,591068.22866,25.46610205342525,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.65246,-122.35029,1979,4,27533,937917.6111018,34.06521668912941,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.55609,-122.28651,1969,3,30216,998119.660832,33.03281906380725,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.59802,-122.32599,1999,8,32335,478585.729523,14.800857569908768,Natural Gas,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),BALLARD,6.0,47.66634,-122.38004,1960,4,41076,947190.0353104,23.059451633810497,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
